ID_BB_UNIQUE,U3_COMPANY_NUMBER,Company_name,ticker,INDUSTRY_SECTOR_NUM,INDUSTRY_SECTOR,INDUSTRY_GROUP_NUM,INDUSTRY_GROUP,INDUSTRY_SUBGROUP_NUM,INDUSTRY_SUBGROUP
EQ0000000000039578,91769,Organizacion Italcambio CA,ITLC VC,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000045955,19417,Pacific Holdings Co,8902 JP,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000000049123,91783,Agroguachal SA,AGROC CB,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000000051524,19442,Asia Media Holdings Co Ltd,052810 KS,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000000058560,19471,People & Telecommunication Inc,054340 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000062696,45441,Molycorp Inc,MCPIQ US,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000065252,19497,Bounty Oil & Gas NL,BUY AU,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000000067201,89085,Sorec Ltd/South Africa,SORD SJ,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078661,19599,Leader Electronics Inc,3058 TT,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000000078673,19603,Highlight Tech Corp,6208 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000079442,19653,KSL Holdings Bhd,KSL MK,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000000080854,19658,Honbridge Holdings Ltd,8137 HK,11,Consumer Discretionary,1110,Consumer Discretionary Products,111011,Automotive
EQ0000000000083144,79542,Recycled Waste PLC,RCW LN,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000000083283,53217,PreMD Inc,PREMF US,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000000086390,52808,MagIndustries Corp,MAAFF US,18,Materials,1810,Materials,181013,"Forestry, Paper & Wood Products"
EQ0000000000090131,52196,Gyzer Capital Inc,GYZ/P CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000093889,19598,Singatron Enterprise Co Ltd,6126 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000096353,19712,Unity Opto Technology Co Ltd,2499 TT,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000000104076,19731,CGN Mining Co Ltd,1164 HK,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000108385,52183,CareRx Corp,CRRX CN,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000000109176,75805,Atakule Gayrimenkul Yatirim Ortakligi AS,AGYO TI,15,Real Estate,1510,Real Estate,151011,REIT
EQ0000000000115041,53646,Arctic Star Exploration Corp,ADD CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000116564,53648,Platinum Group Metals Ltd,PTM CN,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000126750,131159,LipoScience Inc,LPDX US,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000000133627,39599,City Network Inc,CSNY US,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000000145719,75843,FD Technologies PLC,FDP LN,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000000147287,19591,Tacheng Real Estate Co Ltd,6171 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000154078,19881,DGP Co Ltd,060900 KS,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000000154092,19884,SUMA Electron Co Ltd,056500 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000157176,19916,Beijing Health Holdings Ltd,2389 HK,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000000157975,39884,Bakers Footwear Group Inc,BKRSQ US,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000000042007,52071,Viracocha Energy Inc,4624574Q CN,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000000048509,91772,Hurtado y Cia,NHURT CB,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000049838,52190,Toro Oil & Gas Ltd,TOO CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000053716,39655,RightSmile Inc,RIGH US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000063963,75767,ZincOx Resources PLC,ZOX LN,17,Industrials,1711,Industrial Services,171111,Commercial Support Services
EQ0000000000067677,75769,Marketingroup/The,ALTMG FP,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000000069722,19526,Hua Nan Financial Holdings Co Ltd,2880 TT,14,Financials,1410,Banking,141010,Banking
EQ0000000000074619,46061,Integrated Defense Technologies Inc,3460129Q US,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0000000000078759,19632,New Era Electronics Co Ltd,4909 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078810,19491,Limas Indonesia Makmur Tbk PT,LMAS IJ,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000000079263,39717,Clover Leaf Financial Corp,CLOV US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000081504,75783,Societe Tunisienne des Industries de Pneumatiques,STIP TU,17,Industrials,1710,Industrial Products,171015,Industrial Intermediate Prod
EQ0000000000081596,49091,Great Western Minerals Group Ltd,GWMGF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000084455,88466,Primedia Ltd/South Africa,PMA SJ,10,Communications,1010,Media,101010,Advertising & Marketing
EQ0000000000088855,39737,Saxon Capital Inc/Old,390429Q US,14,Financials,1410,Banking,141010,Banking
EQ0000000000089201,49592,Niko Resources Ltd,NKRSF US,13,Energy,1310,Oil & Gas,131010,Oil & Gas Producers
EQ0000000000090345,19688,Hyunjin Materials Co Ltd,053660 KS,17,Industrials,1710,Industrial Products,171015,Industrial Intermediate Prod
EQ0000000000092771,15726,Glopost Co Ltd,037830 KS,10,Communications,1010,Media,101012,Entertainment Content
EQ0000000000093927,19707,Sourcenext Corp,4344 JP,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000000096130,52174,Extreme Cctv Inc,9787962Q CN,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0000000000104790,45530,MeadWestvaco Corp,MWV US,18,Materials,1810,Materials,181012,Containers & Packaging
EQ0000000000108219,19744,Major Cineplex Group PCL,MAJOR TB,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000115087,75809,HAEMATO AG,HAEK GR,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000117229,48972,Newmont Canada FN Holdings ULC,NMC CN,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000117605,39661,Triton Emission Solutions Inc,DSOX US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000129281,19796,Longlife Holding Co Ltd,4355 JP,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000000131255,19801,NH NongWooBio Co Ltd,054050 KS,18,Materials,1810,Materials,181010,Chemicals
EQ0000000000134816,19824,Portek International Ltd,PORT SP,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000000159486,90567,Inversiones Tacoa CA,ITC/A VC,14,Financials,1410,Banking,141010,Banking
EQ0000000000163628,39709,Dijji Corp,DJJI US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000163666,19936,Poya International Co Ltd,5904 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000165956,15763,Punjab National Bank,PNB IN,14,Financials,1410,Banking,141010,Banking
EQ0000000000167942,33942,SK3 Group Inc,SKTO US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000164088,77404,OKB Sukhoi Design Bureau,OKBS RU,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0000000000165878,33543,NUGL Inc,NUGL US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000166222,39413,LD Holdings Inc,LDHL US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000167560,19946,ITE Technology Inc,3014 TT,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000000170127,75875,Medical Administration Global Network,MAGN JR,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000171130,19970,Pakers Co Ltd,065690 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000174732,39714,Source Direct Holdings Inc,SODH US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000174919,19987,Winfull Group Holdings Ltd,183 HK,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000000181583,60357,Intrum AB,INTRUM SS,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0000000000183580,20025,CMIC Holdings Co Ltd,2309 JP,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000000184964,13436,Karur Vysya Bank Ltd/The,KVB IN,14,Financials,1410,Banking,141010,Banking
EQ0000000000189493,74488,DenizBank AS,DENIZ TI,14,Financials,1410,Banking,141010,Banking
EQ0000000000194017,86979,L st Levoeske Luky,LLU SK,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000194204,20064,Wuxi Commercial Mansion Grand Orient Co Ltd,600327 CH,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000000199596,20076,Kintech Electronics Co Ltd,6210 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000200364,39683,GammaCan International Inc,GCAN US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000205553,198176,Daewon Co Ltd,007680 KS,11,Consumer Discretionary,1110,Consumer Discretionary Products,111012,Home Construction
EQ0000000000206197,20085,Macauto Industrial Co Ltd,9951 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000206225,20087,Tera Autotech Corp,6234 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000237648,91802,Tenedora US SA de CV,TENUSB1 MM,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000255021,78930,Vatryggingafelag Islands HF/Old,VISHF IR,14,Financials,1412,Insurance,141210,Insurance
EQ0000000000256024,20192,Nera Electronics Ltd,NERE SP,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000000257589,20196,OKP Holdings Ltd,OKP SP,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000000261712,19938,Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co Ltd,1349 HK,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000271457,75949,Vyatsko-Polyanskiy Mashinostroitelnyy Zavod Molot OAO,VPMM RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000287217,20238,Pacific Image Electronics Co Ltd,6228 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000289348,39595,TransCommunity Financial Corp,TCYF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000295177,45654,Frank's Nursery & Crafts Inc,FNCNQ US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000300313,45659,Harvest Community Bank,HCBP US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000301381,45661,Professionals Direct Inc,PFLD US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000307693,75962,Sunbird Tourism Plc,SUNBIRD MW,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000309501,39621,Galectin Therapeutics Inc,GALT US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000315853,76012,Ilyushin Aviation Complex OAO,AKIL RU,17,Industrials,1710,Industrial Products,171011,Aerospace & Defense
EQ0000000000316085,76023,NPC NIIEHS,NPCS RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000039478,75751,Rue du Commerce,RDC FP,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000000047062,39764,Liquidmetal Technologies Inc,LQMT US,17,Industrials,1710,Industrial Products,171015,Industrial Intermediate Prod
EQ0000000000050308,19434,WLS Holdings Ltd/Hong Kong,8021 HK,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000000055691,18751,Legend Upstar Holdings Ltd,459 HK,15,Real Estate,1510,Real Estate,151012,Real Estate Services
EQ0000000000056955,19460,VitzroSys Co Ltd,054220 KS,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000000057429,45446,Severn Bancorp Inc,SVBI US,14,Financials,1410,Banking,141010,Banking
EQ0000000000059464,75766,Christian Potier SA,MLCHP FP,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000000066829,19516,WITHUS Co Ltd,056810 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000069958,45501,IBX Group Inc,IBXG US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000072758,39620,Xtreme Motorsports International Inc,XTMM US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000075650,19550,Hando Hi-Tech Co Ltd,060660 KS,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000000078569,19579,Golden Bridge Electech Inc,6133 TT,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000000079163,19652,KP Chemical Corp,064420 KS,18,Materials,1810,Materials,181010,Chemicals
EQ0000000000079790,60221,CRH PLC,CRH US,18,Materials,1810,Materials,181011,Construction Materials
EQ0000000000082819,19662,Koda Ltd,KODA SP,11,Consumer Discretionary,1110,Consumer Discretionary Products,111013,Home & Office Products
EQ0000000000082889,19663,China Water Industry Group Ltd,1129 HK,20,Utilities,2010,Utilities,201011,Gas & Water Utilities
EQ0000000000090359,19691,Jih Sun Financial Holdings Co Ltd,5820 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000091320,75786,Capitec Bank Holdings Ltd,CPI SJ,14,Financials,1410,Banking,141010,Banking
EQ0000000000091373,19695,Invoice Inc,9448 JP,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000000100444,74236,Berner Gruppen AS,DAGO NO,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000103643,45528,Goldsands Development Co,GSDC US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000118858,39825,LIN Media LLC,LIN US,10,Communications,1010,Media,101013,Publishing & Broadcasting
EQ0000000000128119,75827,Ras Al-Khaimah National Insurance Co,RAKNIC UH,14,Financials,1412,Insurance,141210,Insurance
EQ0000000000128170,19636,Hwacom Systems Inc,6163 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000131060,19624,Powertip Technology Corp,6167 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000132205,39846,Regal Entertainment Group,RGC US,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000136190,75836,Socotherm SpA,SCT IM,13,Energy,1310,Oil & Gas,131011,Oil & Gas Services & Equip
EQ0000000000139745,196000,Omega Ventures Inc,OMVN US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000141911,19846,Little eArth Corp Co Ltd,4359 JP,19,Technology,1911,Software & Tech Services,191111,Technology Services
EQ0000000000142041,47110,CME Group Inc,CME US,14,Financials,1411,Financial Services,141112,Institutional Financial Svcs
EQ0000000000152563,19877,Compuage Infocom Ltd,CPGI IN,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111210,Wholesale - Discretionary
EQ0000000000152699,45570,SIRVA Inc,SIRV US,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000000168309,19082,Chi Mei Optoelectronics Corp,3009 TT,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000168365,18787,Acca Networks Co Ltd,3764 JP,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000000171634,19974,Lumax International Corp Ltd,6192 TT,17,Industrials,1711,Industrial Services,171110,Industrial Support Services
EQ0000000000174406,86975,Imp Klimat,KLLG SV,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000175067,75882,Majetkovy Holding AS,MAH SK,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0000000000178195,75889,Yourgene Health PLC,YGEN LN,16,Health Care,1610,Health Care,161012,Medical Equipment & Devices
EQ0000000000178454,73829,Melexis NV,MELE BB,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000000187159,75899,ZUNIVO as,PRZ SK,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000189781,79569,African Platinum PLC,APP LN,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000193392,20051,Curexo Inc,060280 KS,12,Consumer Staples,1211,Retail & Wholesale - Staples,121110,Wholesale - Consumer Staples
EQ0000000000196285,163290,MacroGenics Inc,MGNX US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000198577,195998,Viatel Holding Bermuda Ltd,VIAHF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000231640,20144,Eng Kah Corp Bhd,EKC MK,12,Consumer Staples,1210,Consumer Staple Products,121013,Household Products
EQ0000000000244724,75928,Novatech Industries SA,MLNOV FP,17,Industrials,1710,Industrial Products,171012,Electrical Equipment
EQ0000000000245345,20168,Mudajaya Group Bhd,MDJ MK,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000000246012,53669,EXMIN Resources Inc,0612522D CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000251424,39124,Rush Enterprises Inc,RUSHA US,17,Industrials,1711,Industrial Services,171110,Industrial Support Services
EQ0000000000253860,196195,Shenzhen Kangtai Biological Products Co Ltd,300601 CH,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000258932,53674,Kimber Resources Inc,KBR CN,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000272888,20217,Daewoong Pharmaceutical Co Ltd,069620 KS,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000277433,20222,Xinjiang Ba Yi Iron & Steel Co Ltd,600581 CH,18,Materials,1810,Materials,181014,Steel
EQ0000000000284608,81795,Gant Co AB,GANT SS,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000000288056,20240,Softfront Holdings KK,2321 JP,19,Technology,1911,Software & Tech Services,191110,Software
EQ0000000000289804,20243,3D World Co Ltd,065340 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000296693,53679,Entech Investments Inc,ETK CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000302900,86984,Zangas,ZNGS RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000317974,76031,Zavod Apparatury Svyazi Im. AS Popova AO,GZAS RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000321545,20309,JP-Holdings Inc,2749 JP,11,Consumer Discretionary,1111,Consumer Discretionary Services,111110,Consumer Services
EQ0000000000324916,165224,Bardejovske Kupele AS,BDK SK,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000325772,33853,DOBI Medical International Inc,DBMI US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000325784,39363,Crdentia Corp,CRDOQ US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000330679,76099,Gazprom Gazoraspredeleniye Tver AO,TVEO RU,20,Utilities,2010,Utilities,201011,Gas & Water Utilities
EQ0000000000316745,45670,WellChoice Inc,WC US,16,Health Care,1610,Health Care,161011,Health Care Facilities & Svcs
EQ0000000000320536,45678,PRA Group Inc,PRAA US,14,Financials,1411,Financial Services,141111,Specialty Finance
EQ0000000000325776,76074,Production Design Corp Teploobmennik PJSC,TOBM RU,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000325877,20317,AAPICO Hitech PCL,AH TB,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000000335583,19865,China United Network Communications Ltd,600050 CH,10,Communications,1011,Telecommunications,101110,Telecommunications
EQ0000000000350339,39645,New Energy Systems Group,NEWN US,12,Consumer Staples,1210,Consumer Staple Products,121013,Household Products
EQ0000000000350779,39746,Adia Nutrition Inc,ADIA US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000354858,20350,First Gen Corp,FGEN PM,20,Utilities,2010,Utilities,201010,Electric Utilities
EQ0000000000354902,84145,Codaralp,MLCOA FP,17,Industrials,1710,Industrial Products,171013,Machinery
EQ0000000000355358,76136,Ras Al Khaimah Poultry and Feeding Co,RAPCO UH,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000000357751,33979,AP Henderson Group,APHG US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000373114,20378,Sigurd Microelectronics Corp,6257 TT,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000000377683,20387,Hwa Fong Rubber Thailand PCL,HFT TB,11,Consumer Discretionary,1110,Consumer Discretionary Products,111011,Automotive
EQ0000000000382299,131133,Hotels of Truskavets,HTRU UZ,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000389019,20414,North Corp,6732 JP,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000405911,76166,Tanzania Breweries Ltd,TBL TZ,12,Consumer Staples,1210,Consumer Staple Products,121011,Beverages
EQ0000000000407231,20461,NutryFarm International Ltd,NUF SP,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000412299,20468,Huatai Securities Co Ltd,601688 CH,14,Financials,1410,Banking,141010,Banking
EQ0000000000438730,39711,Pluri Inc,PLUR US,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000445654,20561,Alpha Microelectronics Corp,8024 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000453591,20607,zecoo Inc,2758 JP,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000460734,20644,LifeView,8060 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000485802,20680,Berkeley Energia Ltd,BKY AU,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000486706,72345,Baltika Brewery,PKBA RM,12,Consumer Staples,1210,Consumer Staple Products,121011,Beverages
EQ0000000000498510,193966,MONAYONGPYONG,070960 KS,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000505671,20708,Aurona Industries Inc,8074 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000521710,20736,Coonawarra Australia Property Trust,CNR AU,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000534159,39436,Resources Global Services Group,RGSG US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000554578,76245,Asimilar Group PLC,ASLR LN,14,Financials,1411,Financial Services,141110,Asset Management
EQ0000000000566754,82739,Neochimiki Industrial and Commercial SA,NEOCHI GA,18,Materials,1810,Materials,181010,Chemicals
EQ0000000000567206,20790,Yantai North Andre Juice Co Ltd,2218 HK,12,Consumer Staples,1210,Consumer Staple Products,121011,Beverages
EQ0000000000569474,20798,Hartford Education Corp Ltd,HART SP,11,Consumer Discretionary,1111,Consumer Discretionary Services,111110,Consumer Services
EQ0000000000047244,54584,Eagle Geophysical Inc,EAGGQ US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000048541,91774,Inversiones Mayaguez,INVMA CB,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000050282,19432,Earth-Link Technology Enterprises,ETLZ HK,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000051510,52169,Hodgins Auctioneers Inc,HA CN,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000060087,17854,ITV PCL,ITV TB,10,Communications,1010,Media,101013,Publishing & Broadcasting
EQ0000000000072682,19533,South Asian Petrochem Ltd,SAPT IN,18,Materials,1810,Materials,181010,Chemicals
EQ0000000000073793,19538,Almana Ltd,8186 HK,18,Materials,1810,Materials,181013,"Forestry, Paper & Wood Products"
EQ0000000000075658,19554,BG T&A Co,046310 KS,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000077079,54581,Vico Corp,VICO US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078387,19566,Leatec Fine Ceramics Co Ltd,6127 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078665,19601,Li Hsuan International Construction Co LTD,6222 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078731,19622,Adda Corp,3071 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000078785,19642,San Far Property Ltd,9946 TT,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000000081789,49050,Resource Capital Gold Corp,GDPEF US,18,Materials,1810,Materials,181015,Metals & Mining
EQ0000000000083319,45514,Anacomp Inc,ANCPA US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000090577,163655,CTT-Correios de Portugal SA,CTT PL,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000000092805,19613,Sampo Technology Corp,6137 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000113910,45537,BCB Bancorp Inc,BCBP US,14,Financials,1410,Banking,141010,Banking
EQ0000000000122593,19781,Shandong Hi-speed Co Ltd,600350 CH,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000000122713,39832,Pinnacle Airlines Corp,PNCLQ US,17,Industrials,1711,Industrial Services,171112,Transportation & Logistics
EQ0000000000131150,39412,Cap Rock Energy Corp,RKE US,20,Utilities,2010,Utilities,201010,Electric Utilities
EQ0000000000132403,39765,Dover Downs Gaming & Entertainment Inc,DDE US,11,Consumer Discretionary,1111,Consumer Discretionary Services,111111,Leisure Facilities & Services
EQ0000000000139568,39613,Subaye Inc,SBAY US,10,Communications,1010,Media,101014,Internet Media & Services
EQ0000000000144585,19855,Daekyo Co Ltd,019680 KS,11,Consumer Discretionary,1111,Consumer Discretionary Services,111110,Consumer Services
EQ0000000000149900,45566,CEVA Inc,CEVA US,19,Technology,1910,Tech Hardware & Semiconductors,191011,Semiconductors
EQ0000000000152539,19568,Epco Technology Co Ltd,6181 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000154208,45131,Diamant Art Corp,DIAAF US,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000154832,19889,Quanta Storage Inc,6188 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000154864,19897,Kingpak Technology Inc,6238 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000154900,19901,Jia Jie Biomedical Co Ltd,4109 TT,NULL,NULL,NULL,NULL,NULL,NULL
EQ0000000000157902,19921,Woowon Development Co Ltd,046940 KS,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
EQ0000000000157967,19925,Phytohealth Corp,4108 TT,16,Health Care,1610,Health Care,161010,Biotech & Pharma
EQ0000000000168311,19954,High-5 Conglomerate Bhd,HIGH MK,12,Consumer Staples,1210,Consumer Staple Products,121010,Food
EQ0000000000168894,79564,Accident Exchange Group PLC,0227164D LN,11,Consumer Discretionary,1112,Retail & Whsle - Discretionary,111211,Retail - Discretionary
EQ0000000000155654,19910,Danayasa Arthatama Tbk PT,SCBD IJ,15,Real Estate,1510,Real Estate,151010,Real Estate Owners & Developers
EQ0000000000157006,19913,D&M Holdings Inc,6735 JP,19,Technology,1910,Tech Hardware & Semiconductors,191010,Technology Hardware
EQ0000000000161023,59777,John Wood Group PLC,WG/ LN,17,Industrials,1711,Industrial Services,171113,Engineering & Construction
